Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
1961,2,16,00:00,UTC,0,-1,1.5,2.7,-2.1
1961,2,17,00:00,UTC,-1,-1,2.4,4.6,1
1961,2,18,00:00,UTC,-1,-1,2.5,5.6,0.9
1961,2,19,00:00,UTC,-1,-1,0.9,3.2,-0.3
1961,2,20,00:00,UTC,-1,-1,1.4,3.6,-1.6
1961,2,21,00:00,UTC,-1,-1,2.8,6.8,0.4
1961,2,22,00:00,UTC,-1,-1,2.3,5.9,-0.1
1961,2,23,00:00,UTC,-1,-1,1.1,3.8,-0.8
1961,2,24,00:00,UTC,0.1,-1,0.4,2.4,-2.1
1961,2,25,00:00,UTC,0.1,-1,0.7,2,-1.2
1961,2,26,00:00,UTC,0.2,-1,1.2,1.9,0.3
1961,2,27,00:00,UTC,4.1,-1,2.3,3,1.2
1961,2,28,00:00,UTC,-1,-1,2.7,4.3,1.4
1961,3,1,00:00,UTC,0.3,-1,0.5,2.4,-0.3
1961,3,2,00:00,UTC,0,-1,1.8,3,0.3
1961,3,3,00:00,UTC,0.1,-1,1,2.2,-1.4
1961,3,4,00:00,UTC,1.3,-1,3,4,1.7
1961,3,5,00:00,UTC,-1,-1,3.4,5.6,1.2
1961,3,6,00:00,UTC,-1,-1,4.9,9,2
1961,3,7,00:00,UTC,-1,-1,3.8,6.7,0.8
1961,3,8,00:00,UTC,0.6,-1,-0.2,2.4,-3
1961,3,9,00:00,UTC,0,-1,4.3,8.3,0.1
1961,3,10,00:00,UTC,0,-1,5.4,9.2,4.3
1961,3,11,00:00,UTC,0.2,-1,4.4,6.8,2.2
1961,3,12,00:00,UTC,10.2,-1,3.9,6.5,2.2
1961,3,13,00:00,UTC,0,6,0.8,3.2,-0.6
1961,3,14,00:00,UTC,4.9,5,-0.2,2.8,-3.9
1961,3,15,00:00,UTC,0,3,1.5,2.7,0.3
1961,3,16,00:00,UTC,0,-1,0.4,3.4,-2.2
1961,3,17,00:00,UTC,0.1,-1,1.1,3,-0.4
1961,3,18,00:00,UTC,3.7,-1,2.3,4.2,1.1
1961,3,19,00:00,UTC,-1,-1,-3.2,1.6,-5.9
1961,3,20,00:00,UTC,0.1,-1,-2.5,0.9,-6.2
1961,3,21,00:00,UTC,-1,-1,-3.1,-0.5,-6.5
1961,3,22,00:00,UTC,2.9,-1,-3,0.6,-7.9
1961,3,23,00:00,UTC,0.3,3,2.9,7.8,-1.2
1961,3,24,00:00,UTC,0,-1,2.2,4.4,0.6
1961,3,25,00:00,UTC,-1,-1,1.2,3.9,-1.1
1961,3,26,00:00,UTC,2.1,-1,3.1,4.7,-0.1
1961,3,27,00:00,UTC,0.4,-1,2.7,4.6,0.5
1961,3,28,00:00,UTC,1.6,-1,0,2,-1.9
1961,3,29,00:00,UTC,1.3,1,-0.5,2.2,-4.6
1961,3,30,00:00,UTC,20.9,2,-0.5,1.1,-1.9
1961,3,31,00:00,UTC,-1,27,-1.6,1.4,-4.1
1961,4,1,00:00,UTC,1.3,26,-2.6,2.8,-7.3
1961,4,2,00:00,UTC,-1,26,-1.8,2.4,-6.5
1961,4,3,00:00,UTC,-1,26,0.2,3.6,-4.5
1961,4,4,00:00,UTC,0,24,1.3,2.6,-0.4
1961,4,5,00:00,UTC,2.9,24,-0.5,3.3,-3.2
1961,4,6,00:00,UTC,3,18,0.6,2.2,-1.5
1961,4,7,00:00,UTC,7.2,18,1.1,1.9,0.5
1961,4,8,00:00,UTC,0,12,2.2,4.7,0.3
1961,4,9,00:00,UTC,0,10,1.2,5.6,-2.7
1961,4,10,00:00,UTC,3.3,10,0.5,3.9,-2.4
1961,4,11,00:00,UTC,-1,18,0.1,3,-2.3
1961,4,12,00:00,UTC,6.4,13,-0.5,2.2,-5.4
1961,4,13,00:00,UTC,1.7,23,0.7,1.5,-0.6
1961,4,14,00:00,UTC,2.3,19,2.3,4.9,-0.3
1961,4,15,00:00,UTC,0.3,8,4.5,4.9,3.3
1961,4,16,00:00,UTC,-1,2,5.8,11.5,2.1
1961,4,17,00:00,UTC,-1,-1,6.2,11.7,0.8
1961,4,18,00:00,UTC,-1,-1,6.6,10.4,2.4
1961,4,19,00:00,UTC,0,-1,5.5,9.7,1.6
1961,4,20,00:00,UTC,-1,-1,3,7.7,-1.1
1961,4,21,00:00,UTC,-1,-1,3.2,5.7,-1.9
1961,4,22,00:00,UTC,-1,-1,4.6,7,1.4
1961,4,23,00:00,UTC,-1,-1,6.3,11.9,0
1961,4,24,00:00,UTC,-1,-1,7,11.5,2.8
1961,4,25,00:00,UTC,-1,-1,10.3,15.4,3.1
1961,4,26,00:00,UTC,-1,-1,12.7,17.5,5.3
1961,4,27,00:00,UTC,-1,-1,12.1,18.5,6
1961,4,28,00:00,UTC,-1,-1,4.4,10.6,0.2
1961,4,29,00:00,UTC,-1,-1,3.6,6,-1.6
1961,4,30,00:00,UTC,0,-1,5.8,9.7,4.1
1961,5,1,00:00,UTC,-1,-1,2.9,6,-2
1961,5,2,00:00,UTC,-1,-1,5.8,10.5,-0.4
1961,5,3,00:00,UTC,-1,-1,8,12.4,2.5
1961,5,4,00:00,UTC,2.1,-1,9.7,13.3,4.9
1961,5,5,00:00,UTC,0,-1,7.4,10.9,6
1961,5,6,00:00,UTC,9.4,-1,8.2,10.3,5.5
1961,5,7,00:00,UTC,2.3,-1,8.4,10.7,6.3
1961,5,8,00:00,UTC,8.5,-1,7.6,10.4,6.2
1961,5,9,00:00,UTC,-1,-1,7.5,9.5,5.5
1961,5,10,00:00,UTC,0,-1,9.9,14,5.3
1961,5,11,00:00,UTC,1,-1,7.8,11.9,4.3
1961,5,12,00:00,UTC,2.1,-1,7.4,11.7,5.4
1961,5,13,00:00,UTC,0.5,-1,7.4,11.4,4.5
1961,5,14,00:00,UTC,-1,-1,8.5,11.4,7
1961,5,15,00:00,UTC,-1,-1,11.4,14.9,6.1
1961,5,16,00:00,UTC,-1,-1,11.4,15.6,6.8
1961,5,17,00:00,UTC,-1,-1,8.6,12.4,5.3
1961,5,18,00:00,UTC,0.3,-1,7.9,10.1,4.8
1961,5,19,00:00,UTC,1.1,-1,9.5,12.4,6.4
1961,5,20,00:00,UTC,1.9,-1,9.5,11.5,7.1
1961,5,21,00:00,UTC,2.3,-1,9.2,11.6,7.1
1961,5,22,00:00,UTC,0.2,-1,7.5,12.3,3.1
1961,5,23,00:00,UTC,0,-1,8.2,10.2,6.9
1961,5,24,00:00,UTC,-1,-1,9.9,13.1,6.8
1961,5,25,00:00,UTC,-1,-1,10.2,12.2,7.4
1961,5,26,00:00,UTC,-1,-1,11.6,16.5,7.1
1961,5,27,00:00,UTC,-1,-1,13.4,17.6,7.6
1961,5,28,00:00,UTC,0,-1,15.5,21,11.7
1961,5,29,00:00,UTC,-1,-1,18.1,22.5,11.9
1961,5,30,00:00,UTC,-1,-1,20.3,24.9,15
1961,5,31,00:00,UTC,-1,-1,21.1,24.4,17.4
1961,6,1,00:00,UTC,-1,-1,20.3,24.1,16.8
1961,6,2,00:00,UTC,-1,-1,20.1,23.9,15.9
1961,6,3,00:00,UTC,-1,-1,20,23.9,17.3
1961,6,4,00:00,UTC,-1,-1,19.7,23.4,14.7
1961,6,5,00:00,UTC,-1,-1,20.6,25.2,13.5
1961,6,6,00:00,UTC,-1,-1,22,26.6,16.2
1961,6,7,00:00,UTC,-1,-1,22.3,26.4,16.4
1961,6,8,00:00,UTC,3,-1,21.9,26.2,16.6
1961,6,9,00:00,UTC,0.1,-1,18.3,22.9,16.3
1961,6,10,00:00,UTC,-1,-1,17.4,21.3,14.5
1961,6,11,00:00,UTC,6.1,-1,20.2,24.2,14.9
1961,6,12,00:00,UTC,0.1,-1,19.5,23.6,16.7
1961,6,13,00:00,UTC,1.4,-1,19.1,22.4,17.2
1961,6,14,00:00,UTC,-1,-1,18.1,21,15.7
1961,6,15,00:00,UTC,19.5,-1,18.3,21.6,14.4
1961,6,16,00:00,UTC,0.9,-1,17.2,21.3,15.4
1961,6,17,00:00,UTC,-1,-1,17.6,20.6,14.5
1961,6,18,00:00,UTC,7.9,-1,15.4,18.1,14.6
1961,6,19,00:00,UTC,-1,-1,14.9,18.1,12.8
1961,6,20,00:00,UTC,0.1,-1,15,18.4,11.3
1961,6,21,00:00,UTC,-1,-1,13.7,16.6,10.6
1961,6,22,00:00,UTC,-1,-1,13.8,16.7,10.5
1961,6,23,00:00,UTC,5.9,-1,13.5,16.2,11.5
1961,6,24,00:00,UTC,2,-1,12.7,15.6,10.5
1961,6,25,00:00,UTC,3.3,-1,13.6,18.3,10.9
1961,6,26,00:00,UTC,-1,-1,15.7,20.8,11
1961,6,27,00:00,UTC,4.5,-1,13.4,15.6,10.8
1961,6,28,00:00,UTC,-1,-1,14.2,15.8,12.9
1961,6,29,00:00,UTC,-1,-1,13.9,17.9,9.8
1961,6,30,00:00,UTC,-1,-1,16.1,20.1,11.5
1961,7,1,00:00,UTC,1.2,-1,14.8,19.9,9.8
1961,7,2,00:00,UTC,-1,-1,18,23.3,13.1
1961,7,3,00:00,UTC,-1,-1,18.7,20.8,14.9
1961,7,4,00:00,UTC,1.2,-1,14.2,18.8,10.6
1961,7,5,00:00,UTC,4,-1,14.9,18.6,12.3
1961,7,6,00:00,UTC,-1,-1,15.1,18.6,12.2
1961,7,7,00:00,UTC,0.7,-1,12.9,16.7,10.3
1961,7,8,00:00,UTC,-1,-1,14.5,17.6,10.2
1961,7,9,00:00,UTC,-1,-1,15.7,19.1,10.6
1961,7,10,00:00,UTC,-1,-1,16.8,21,11.1
1961,7,11,00:00,UTC,-1,-1,15.7,18.2,14.2
1961,7,12,00:00,UTC,-1,-1,15.6,18.8,13.8
1961,7,13,00:00,UTC,-1,-1,17.9,21.6,13.6
1961,7,14,00:00,UTC,1.6,-1,18,22.2,13.5
1961,7,15,00:00,UTC,8.4,-1,17.2,19.6,16
1961,7,16,00:00,UTC,0.3,-1,16.9,18.6,14.7
1961,7,17,00:00,UTC,-1,-1,18.1,21.1,15.8
1961,7,18,00:00,UTC,0,-1,18.6,22.2,14.5
1961,7,19,00:00,UTC,0,-1,18.6,22.3,15.9
1961,7,20,00:00,UTC,0.2,-1,18.5,22.6,13.5
1961,7,21,00:00,UTC,6.7,-1,17,19.9,15.7
1961,7,22,00:00,UTC,-1,-1,17.5,21,14.5
1961,7,23,00:00,UTC,-1,-1,17.7,20.6,15
1961,7,24,00:00,UTC,0,-1,16.7,19.8,13.3
1961,7,25,00:00,UTC,0.4,-1,15.9,19.6,10.9
1961,7,26,00:00,UTC,19.1,-1,15.2,18.3,10.9
1961,7,27,00:00,UTC,13.2,-1,15.8,17.7,14.2
1961,7,28,00:00,UTC,4.8,-1,14.6,17.6,13.3
1961,7,29,00:00,UTC,-1,-1,16.1,19.3,13.6
1961,7,30,00:00,UTC,-1,-1,16.9,19.6,14.2
1961,7,31,00:00,UTC,2.7,-1,18.5,21.5,14
1961,8,1,00:00,UTC,1.6,-1,19.9,23.6,17.3
1961,8,2,00:00,UTC,14,-1,16,18.8,15.3
1961,8,3,00:00,UTC,0.1,-1,16.5,17.8,15
1961,8,4,00:00,UTC,0,-1,16.5,19.3,14.9
1961,8,5,00:00,UTC,1.1,-1,15.1,16.3,14.1
1961,8,6,00:00,UTC,0,-1,15.5,18.3,11.4
1961,8,7,00:00,UTC,-1,-1,17.6,20.2,16
1961,8,8,00:00,UTC,-1,-1,17.3,22.1,12.4
1961,8,9,00:00,UTC,-1,-1,16.3,21.1,10.9
1961,8,10,00:00,UTC,-1,-1,16.8,20.2,12.4
1961,8,11,00:00,UTC,-1,-1,16.9,19.6,13.5
1961,8,12,00:00,UTC,-1,-1,15.8,19.8,11.2
1961,8,13,00:00,UTC,4,-1,14.8,17,12.2
1961,8,14,00:00,UTC,7.9,-1,14.7,19.8,11.4
1961,8,15,00:00,UTC,1.7,-1,14.7,17.6,11.7
1961,8,16,00:00,UTC,14.2,-1,15.2,17.6,13
1961,8,17,00:00,UTC,1.3,-1,14.7,16.5,12.4
1961,8,18,00:00,UTC,3.5,-1,14.4,17,9.9
1961,8,19,00:00,UTC,15.2,-1,12.2,15.6,11
1961,8,20,00:00,UTC,6.4,-1,11.9,12.9,11
1961,8,21,00:00,UTC,0.1,-1,12.7,14.8,11
1961,8,22,00:00,UTC,5.1,-1,14.8,18.4,12.4
1961,8,23,00:00,UTC,0,-1,13.8,16.2,12.3
1961,8,24,00:00,UTC,0.3,-1,12,16,8.1
1961,8,25,00:00,UTC,4.5,-1,12.5,15.8,8.3
1961,8,26,00:00,UTC,-1,-1,12.7,18.2,6.9
1961,8,27,00:00,UTC,2.6,-1,13,17.4,8.2
1961,8,28,00:00,UTC,0.1,-1,14.3,18.6,11.9
1961,8,29,00:00,UTC,-1,-1,14.7,18.4,12
1961,8,30,00:00,UTC,-1,-1,13.3,17.4,9.5
1961,8,31,00:00,UTC,-1,-1,15.3,18.5,11.2
1961,9,1,00:00,UTC,-1,-1,15,18.4,10.6
1961,9,2,00:00,UTC,0,-1,15.1,18.7,11.8
1961,9,3,00:00,UTC,5.4,-1,11.7,14.4,9
1961,9,4,00:00,UTC,-1,-1,9.7,13.8,5.6
1961,9,5,00:00,UTC,0.8,-1,8.6,12.6,3.1
1961,9,6,00:00,UTC,1.3,-1,9.7,12.6,4
1961,9,7,00:00,UTC,1.1,-1,11.6,12.2,10.4
1961,9,8,00:00,UTC,5.5,-1,10.8,11.3,10.3
1961,9,9,00:00,UTC,0.5,-1,9.8,13.1,6.1
1961,9,10,00:00,UTC,0.9,-1,9.8,13.5,5.6
1961,9,11,00:00,UTC,4.2,-1,9.9,12.6,6.1
1961,9,12,00:00,UTC,7.2,-1,12.8,14.2,10
1961,9,13,00:00,UTC,-1,-1,11.4,14.6,10.1
1961,9,14,00:00,UTC,0,-1,11.7,13.6,8.6
1961,9,15,00:00,UTC,1.8,-1,13.5,15,12.1
1961,9,16,00:00,UTC,0.8,-1,13.6,16.1,11.3
1961,9,17,00:00,UTC,-1,-1,14.3,16.8,10.6
1961,9,18,00:00,UTC,-1,-1,15.1,17.1,13.8
1961,9,19,00:00,UTC,-1,-1,12.1,14.6,9.6
1961,9,20,00:00,UTC,-1,-1,9.1,12.6,6
1961,9,21,00:00,UTC,-1,-1,8.8,13.8,4.1
1961,9,22,00:00,UTC,-1,-1,10.4,14,5
1961,9,23,00:00,UTC,-1,-1,12.3,15.8,9.5
1961,9,24,00:00,UTC,0,-1,9.2,11.9,6.2
1961,9,25,00:00,UTC,-1,-1,11.5,14.1,9.6
1961,9,26,00:00,UTC,-1,-1,9.6,14.5,5
1961,9,27,00:00,UTC,-1,-1,10.6,12.7,9.2
1961,9,28,00:00,UTC,-1,-1,8,12,2.6
1961,9,29,00:00,UTC,-1,-1,11,12.1,8.6
1961,9,30,00:00,UTC,-1,-1,12.4,13.9,10.8
1961,10,1,00:00,UTC,-1,-1,9.1,13.9,7.6
1961,10,2,00:00,UTC,0.1,-1,10.1,14,3.6
1961,10,3,00:00,UTC,-1,-1,11.3,13.5,6.6
1961,10,4,00:00,UTC,-1,-1,11.1,11.9,10.4
1961,10,5,00:00,UTC,-1,-1,10.6,12,9.8
1961,10,6,00:00,UTC,-1,-1,10.3,11.7,8
1961,10,7,00:00,UTC,-1,-1,10.2,12.2,9.3
1961,10,8,00:00,UTC,-1,-1,10.3,12.7,7.8
1961,10,9,00:00,UTC,0.5,-1,11.5,13.3,8.7
1961,10,10,00:00,UTC,-1,-1,13.2,13.9,11
1961,10,11,00:00,UTC,0.8,-1,13.5,15,12.9
1961,10,12,00:00,UTC,0,-1,11.9,13.7,11.2
1961,10,13,00:00,UTC,-1,-1,9.2,12.4,8.4
1961,10,14,00:00,UTC,6,-1,8,10.4,4.8
1961,10,15,00:00,UTC,1.7,-1,7.7,9.3,7.1
1961,10,16,00:00,UTC,-1,-1,8.4,9,5.1
1961,10,17,00:00,UTC,0.5,-1,10.7,11.7,8.9
1961,10,18,00:00,UTC,0.1,-1,11,11.9,9.7
1961,10,19,00:00,UTC,-1,-1,10.8,11.6,9.8
1961,10,20,00:00,UTC,-1,-1,10.7,11.8,9.5
1961,10,21,00:00,UTC,-1,-1,9.1,10.2,8.2
1961,10,22,00:00,UTC,-1,-1,8.2,9,6.8
1961,10,23,00:00,UTC,-1,-1,8.2,9.7,7.2
1961,10,24,00:00,UTC,0.2,-1,8.6,9.5,5.5
1961,10,25,00:00,UTC,6,-1,10.1,11.2,8.4
1961,10,26,00:00,UTC,-1,-1,10.9,12,9.2
1961,10,27,00:00,UTC,1.3,-1,11.1,11.6,9.9
1961,10,28,00:00,UTC,0.1,-1,11.3,12.6,10.5
1961,10,29,00:00,UTC,5.3,-1,10.4,11,9.5
1961,10,30,00:00,UTC,3.1,-1,9.8,11.3,9.3
1961,10,31,00:00,UTC,9.8,-1,8.7,10.1,5.6
1961,11,1,00:00,UTC,-1,-1,5,8.5,4.6
1961,11,2,00:00,UTC,7.3,-1,7.7,10,2.5
1961,11,3,00:00,UTC,3.1,-1,9.8,11.1,9
1961,11,4,00:00,UTC,2,-1,8.4,9.9,8.4
1961,11,5,00:00,UTC,-1,-1,5.7,8.6,5
1961,11,6,00:00,UTC,-1,-1,3.9,6.8,0.9
1961,11,7,00:00,UTC,-1,-1,4.8,7.1,-0.1
1961,11,8,00:00,UTC,-1,-1,6,7.2,5.4
1961,11,9,00:00,UTC,2.5,-1,5.8,6.3,4.3
1961,11,10,00:00,UTC,2.3,-1,5.2,6,4.5
1961,11,11,00:00,UTC,0.2,-1,1.7,5.6,-0.5
1961,11,12,00:00,UTC,0,-1,-1,1.8,-2.6
1961,11,13,00:00,UTC,0,-1,-1.9,-0.6,-3.4
1961,11,14,00:00,UTC,0.7,-1,0.6,2,-3.5
1961,11,15,00:00,UTC,0.1,-1,3.9,7.7,1
1961,11,16,00:00,UTC,0.2,-1,3.9,5.4,1.9
1961,11,17,00:00,UTC,1.5,-1,1.2,5.4,-0.8
1961,11,18,00:00,UTC,0,-1,-1.1,1.1,-1.6
1961,11,19,00:00,UTC,-1,-1,-3,-0.8,-4.7
1961,11,20,00:00,UTC,1.8,-1,0,3.8,-7.6
1961,11,21,00:00,UTC,-1,-1,5.4,6.7,2.4
1961,11,22,00:00,UTC,-1,-1,5,7.5,4.5
1961,11,23,00:00,UTC,0.1,-1,3.3,5.4,-0.5
1961,11,24,00:00,UTC,0.7,-1,5.1,6.3,3.8
1961,11,25,00:00,UTC,3.4,-1,5.7,7.2,2.4
1961,11,26,00:00,UTC,1.2,-1,4.9,6.8,3.6
1961,11,27,00:00,UTC,4.1,-1,2.4,5.6,0.4
1961,11,28,00:00,UTC,-1,2,-0.3,1.9,-2.2
1961,11,29,00:00,UTC,7.7,2,0.7,3.8,-1.9
1961,11,30,00:00,UTC,15,4,2.4,3.7,0.1
1961,12,1,00:00,UTC,11.7,4,0.7,3.9,0
1961,12,2,00:00,UTC,-1,4,0.3,2.2,-1.3
1961,12,3,00:00,UTC,5,4,0.6,2.4,-2
1961,12,4,00:00,UTC,3.6,8,0.1,3.4,-1.3
1961,12,5,00:00,UTC,10.3,8,1.4,3.5,-4.6
1961,12,6,00:00,UTC,5.6,5,4,6.9,1.4
1961,12,7,00:00,UTC,1.1,-1,1.5,4.4,0.6
1961,12,8,00:00,UTC,6.1,2,0.4,2.6,-4
1961,12,9,00:00,UTC,0.6,4,-0.8,2.8,-3.2
1961,12,10,00:00,UTC,-1,4,-3.3,-2.4,-4.3
1961,12,11,00:00,UTC,0,4,-5.4,-2.6,-8.5
1961,12,12,00:00,UTC,-1,4,-8.1,-6.2,-10.4
1961,12,13,00:00,UTC,-1,4,-10.1,-7.4,-11.5
1961,12,14,00:00,UTC,-1,4,-11.5,-10.6,-12.9
1961,12,15,00:00,UTC,-1,4,-8.8,-5.8,-12.8
1961,12,16,00:00,UTC,0.2,4,-2,1.4,-6.2
1961,12,17,00:00,UTC,0.2,4,0.8,1.3,-0.6
1961,12,18,00:00,UTC,-1,4,1.6,3.4,-0.1
1961,12,19,00:00,UTC,0,4,0.4,2.8,-2
1961,12,20,00:00,UTC,0,4,-3,0.5,-4.6
1961,12,21,00:00,UTC,0,4,-7.2,-4.4,-8.1
1961,12,22,00:00,UTC,-1,4,-9.4,-6.8,-11.4
1961,12,23,00:00,UTC,2.3,4,-10.3,-9.5,-15.3
1961,12,24,00:00,UTC,0.8,7,-4.8,-0.3,-15.7
1961,12,25,00:00,UTC,0.1,9,-6.6,-1.3,-8.7
1961,12,26,00:00,UTC,-1,9,-13.2,-6.2,-16.7
1961,12,27,00:00,UTC,0,9,-10.5,-2.8,-20.8
1961,12,28,00:00,UTC,0.3,9,-3,0.2,-3.8
1961,12,29,00:00,UTC,3.6,10,-4.1,-2.5,-9.2
1961,12,30,00:00,UTC,5.9,12,-1.7,-0.9,-3
1961,12,31,00:00,UTC,3.4,18,0.6,2.4,-2
1962,1,1,00:00,UTC,18.5,13,0,2.9,0.2
1962,1,2,00:00,UTC,-1,18,-4.5,1.5,-7.1
1962,1,3,00:00,UTC,-1,18,-5.1,-4.4,-10.2
1962,1,4,00:00,UTC,-1,18,-0.7,1.2,-4.4
1962,1,5,00:00,UTC,0.8,18,1.2,2.5,-1.2
1962,1,6,00:00,UTC,-1,14,-0.7,2,-1.4
1962,1,7,00:00,UTC,0.2,11,-5.8,-1.1,-12.8
1962,1,8,00:00,UTC,0.8,11,-1,2.6,-12.4
1962,1,9,00:00,UTC,0.6,11,2.1,2.8,0.5
1962,1,10,00:00,UTC,5,11,1.7,2.5,1.3
1962,1,11,00:00,UTC,2.7,15,1,2,-1.7
1962,1,12,00:00,UTC,0.1,10,2.8,4.1,0.4
1962,1,13,00:00,UTC,10.6,3,1.9,3.4,0.3
1962,1,14,00:00,UTC,2.7,-1,1.4,2.7,0.5
1962,1,15,00:00,UTC,4.8,-1,-0.8,1.6,-1.8
1962,1,16,00:00,UTC,6.7,2,-1.2,0.9,-6.8
1962,1,17,00:00,UTC,1,2,2.7,3.6,0.5
1962,1,18,00:00,UTC,2.2,2,3.1,3.9,2.2
1962,1,19,00:00,UTC,0.5,-1,2.6,3.7,1
1962,1,20,00:00,UTC,1,-1,0.3,2.6,0.4
1962,1,21,00:00,UTC,-1,-1,-5.1,0.8,-8.4
1962,1,22,00:00,UTC,3.5,-1,-4.4,-2.5,-11.2
1962,1,23,00:00,UTC,3.7,10,-1.3,1.9,-4.4
1962,1,24,00:00,UTC,-1,12,-5,-2.1,-6.9
1962,1,25,00:00,UTC,-1,12,-7.4,-6.6,-8.4
1962,1,26,00:00,UTC,-1,12,-8.8,-7.7,-10.3
1962,1,27,00:00,UTC,-1,12,-11.6,-9.6,-13
1962,1,28,00:00,UTC,-1,12,-14,-12.1,-16.3
1962,1,29,00:00,UTC,0.1,10,-14.8,-12.7,-17
1962,1,30,00:00,UTC,-1,10,-8.7,-4.6,-18.5
1962,1,31,00:00,UTC,-1,10,-2.2,-0.6,-5
1962,2,1,00:00,UTC,1.1,10,-3.6,-2,-4
1962,2,2,00:00,UTC,3.9,10,-2.8,-2.1,-5.9
1962,2,3,00:00,UTC,0.1,10,-0.3,0.5,-3
1962,2,4,00:00,UTC,2,9,-0.2,1.1,-1.8
1962,2,5,00:00,UTC,-1,12,0.2,1.8,-2.4
1962,2,6,00:00,UTC,1.7,12,0,1.1,-1.5
1962,2,7,00:00,UTC,1.9,10,0.1,1,-2
1962,2,8,00:00,UTC,7.7,8,0.6,0.8,-0.1
1962,2,9,00:00,UTC,-1,12,0.4,1.1,-1.7
1962,2,10,00:00,UTC,2,12,1.1,1.8,-2.5
1962,2,11,00:00,UTC,-1,10,1.3,2.3,-0.3
1962,2,12,00:00,UTC,7.8,8,0.1,1.2,-1.4
1962,2,13,00:00,UTC,5.2,10,-1.9,1,-2.7
1962,2,14,00:00,UTC,1.9,18,-7.3,-2.5,-7.8
1962,2,15,00:00,UTC,-1,18,-9.4,-7,-13.3
1962,2,16,00:00,UTC,9.5,18,-6.1,-4.5,-18.8
1962,2,17,00:00,UTC,3.4,30,-6,-2,-7.3
1962,2,18,00:00,UTC,0.2,30,-9.9,-6.9,-10
1962,2,19,00:00,UTC,3.2,30,-8.6,-7.4,-18.9
1962,2,20,00:00,UTC,8,33,-4.7,-0.9,-7.5
1962,2,21,00:00,UTC,-1,36,-9.2,-4.6,-11.3
1962,2,22,00:00,UTC,-1,36,-9.2,-4.7,-14
1962,2,23,00:00,UTC,-1,36,-5.5,-1.5,-10.5
1962,2,24,00:00,UTC,-1,36,-4.8,-2.6,-7.6
1962,2,25,00:00,UTC,-1,33,-5.8,-3.7,-7.7
1962,2,26,00:00,UTC,-1,33,-6.4,-5,-7.5
1962,2,27,00:00,UTC,0.2,33,-8.2,-5.6,-11.4
1962,2,28,00:00,UTC,-1,33,-5.7,-2.5,-11.6
1962,3,1,00:00,UTC,2.5,31,-6.7,-2.8,-8.1
1962,3,2,00:00,UTC,0.9,35,-7.6,-4.4,-9
1962,3,3,00:00,UTC,0.3,36,-9.7,-7.7,-11.9
1962,3,4,00:00,UTC,-1,35,-11.9,-8.8,-14.6
1962,3,5,00:00,UTC,-1,35,-12.8,-7.2,-16.9
1962,3,6,00:00,UTC,-1,35,-11.1,-6.2,-20
1962,3,7,00:00,UTC,-1,35,-8,-4.5,-11.3
1962,3,8,00:00,UTC,-1,35,-10.1,-3.1,-19.4
1962,3,9,00:00,UTC,-1,35,-4,-0.2,-9
1962,3,10,00:00,UTC,11.6,30,-3.8,-2,-6.5
1962,3,11,00:00,UTC,5.1,43,-3.3,-1.4,-5.6
1962,3,12,00:00,UTC,-1,45,-10.4,-5.4,-17
1962,3,13,00:00,UTC,-1,45,-9.5,-6.3,-12.9
1962,3,14,00:00,UTC,-1,45,-9.1,-6.6,-12
1962,3,15,00:00,UTC,-1,45,-8.9,-4.5,-16.1
1962,3,16,00:00,UTC,-1,41,-4.1,-0.1,-7.2
1962,3,17,00:00,UTC,0.2,41,-5.2,-1.6,-9.5
1962,3,18,00:00,UTC,-1,40,-5.6,-1.9,-9.6
1962,3,19,00:00,UTC,-1,40,-7.2,-2.7,-14.1
1962,3,20,00:00,UTC,1,40,-4.5,-2.5,-6.7
1962,3,21,00:00,UTC,0.9,42,-3.7,-0.3,-6.2
1962,3,22,00:00,UTC,0.3,40,-4.1,-2.8,-5.1
1962,3,23,00:00,UTC,-1,40,-7.7,-2.8,-12.3
1962,3,24,00:00,UTC,-1,39,-9.1,-2.2,-18
1962,3,25,00:00,UTC,0.2,40,-4.5,1,-11.8
1962,3,26,00:00,UTC,0.6,38,-6.1,-0.6,-13.1
1962,3,27,00:00,UTC,-1,38,-1.2,1.1,-3.5
1962,3,28,00:00,UTC,-1,36,-3,1.4,-8.3
1962,3,29,00:00,UTC,-1,35,-1.7,2.9,-5.5
1962,3,30,00:00,UTC,-1,31,-3.5,1.3,-8.4
1962,3,31,00:00,UTC,4.6,25,-1.8,1.8,-8.6
1962,4,1,00:00,UTC,-1,25,1.9,3.4,0.8
1962,4,2,00:00,UTC,0.2,18,1.1,2.2,0
1962,4,3,00:00,UTC,3.4,17,1.6,3.6,-0.1
1962,4,4,00:00,UTC,3.9,12,3.4,6,1.3
1962,4,5,00:00,UTC,2.3,8,3.1,4.6,1.6
1962,4,6,00:00,UTC,0.2,-1,3.3,4.3,1.8
1962,4,7,00:00,UTC,11.4,-1,2.8,4.2,1.7
1962,4,8,00:00,UTC,2.2,-1,1.8,5.2,0.6
1962,4,9,00:00,UTC,2.3,-1,2.7,6.8,0.5
1962,4,10,00:00,UTC,-1,-1,2.2,4.7,0.3
1962,4,11,00:00,UTC,-1,-1,0.5,2.8,-0.9
